ENGINE_ID,ENGINE_NAME,ENGINE_FAMILY,ENGINE_ALT_NAME,FIRST_LAUNCH_YEAR,USAGE,MASS,IMPULSE,THRUST,SPECIFIC_IMPULSE,DURATION,CHAMBER_COUNT
1,"# Mk 7, 23, 25",,,,,,,,,,
2,1.5KS35000,Recruit,Recruit XM19,1956,Recruit,153,262,156,,1.7,1
3,1.8KS7800,Sparrow,,,Sparrow,70,63,35,,1.8,1
4,10KS2500,,,1957,Polaris FTV,80,111,11,,10,1
5,11D416,,,,,,,16.4,,,1
6,11D428,11D428,,,Yantar URD-II,,,.11,,,1
7,11D428A,11D428,,,Progress M/Soyuz TM/,,,.13,291,,1
8,11D429,,,1974,Molniya-1 mod,,80,2,290,,1
9,11D430,KRD 17D52,,,Yantar 2K,,,29.4,307,,1
10,11D458,11D458,,1977,FGB DPS,,,.39,252,,1
11,11D49,S5.23,,,S3M,,,157.5,303,335,1
12,11D49 [Old],S5.23,,,S3M [See N2O4],,,157.5,303,335,1
13,11D511,RD-108,,,Soyuz A,,,978,316,290,4
14,11D512,RD-108,,,Soyuz BVGD,,,1000,314.5,120,4
15,11D55,RD-0106,RD-0110?,1965,Blok I,,,298,326,250,4
16,11D58,RD-58,,1967,Blok D,,,85,349,600,1
17,11D58M,RD-58,,1976,Blok DM,,,85,352,680,1
18,11D58M,RD-58M,,1976,Blok D-1,,,83.5,362,680,1
19,11D79,,,,,,,44,295,,1
20,12-AS-1000,F-80 JATO,,1945,JATO,50,,4.4,,12,1
21,12KS10000,BB3,BB3B,1967,BB3B,292,552,43.7,236.2,12,1
22,14-AS-1000,JATO,,1945,JATO Mk 2?,50,,4.4,,14,1
23,14-NS-1000,JATO,,1945,JATO,50,,4.4,,14,1
24,15-KS-1000,JATO,,1945,JATO Mk 6,63,,4.4,,15,1
25,15D13,"8D423, 5D13 type",,,UR-100 St 2,,,131,325,,1
26,15D14,"8D419, 5D13 type",,,UR-100 vernier,,,,,,1
27,15D15,,15D151,1967,RT-20P [1],16700,,600,260,65,4
28,15D169,15D12 type,,,MR-UR-100 [2],,,147,330,,
29,15D171,,,,MR-UR-100 BR,500,,,,,1
30,15D206,,,,RT-23 [1],53700,,2060,,,1
31,15D207,,,,RT-23 [2],25000,,1050,,,1
32,15D23,RT-2,,,RT-2 [1],34550,,893,,75.4,1
33,15D23P,RT-2,,,RT-2P [1],34550,,981,,75.4,1
34,15D24,RT-2,,,RT-2 [2],9600,,432,,59,1
35,15D24P2,RT-2,,,RT-2P [2],11280,,440,,60.6,4
36,15D25,RT-2,,,RT-2 [3],3500,,215,,45,1
37,15D27,RT-2,,1965,RT-15 [1],11000,,412,,60,4
38,15D290,,,,RT-23 [2],25000,,1050,,,1
39,15D305,,,,RT-23 [1],53700,,2060,,,1
40,15D339,,,,RT-23 [2],25000,,1050,,,1
41,15D92,RT-2,,,,4500,,,,,1
42,15D94,RT-2,,,RT-2P [3],4640,,176,271,49,1
43,15KS25000,BB,,1957,Black Brant I,970,1670,111,217,15,1
44,15Zh58A,Topol,,,Start-1 [1],26000,,980,263,60,1
45,15Zh58B,Topol,,,Start-1 [2],13000,,490,280,64,1
46,15Zh58V,Topol,,,Start-1 [3],6000,,245,280,56,1
47,15Zh59A,,,,Kuryer [1],5000,,,,,1
48,15Zh59B,,,,Kuryer [2],5000,,,,,1
49,15Zh59V,,,,Kuryer [3],3000,,,,,1
50,17D12,RD-58 (Buran ODU),,1988,Buran,,,86.3,362,680,1
51,17D61,KRD 17D61,,1979,Ikar; Yantar 1KFT,,,29.4,307.9,600,1
52,17KS12000,BB5,Nihka,1981,BB10 [3],402,915,53,284.9,17.8,1
53,1KS420,,,1959,Explorer 6,2,2,22,,1,1
54,2-AS-22000,Nike-46,,1946,Nike-46,100,200,98,,2,1
55,2.5-AS-18000,Nike-47,,1946,Nike-47,100,200,80,,2.5,1
56,2.5-DS-59000,,,,Nike Deacon mod,700,,265,,2.5,1
57,2.5KS18000,Aerobee Booster,Aerobee JATO,1947,Aerobee [0],260,200,80,,2.5,1
58,21AL-2600,Nike,,1947,Nike 47 Ajax [2],,,11.4,,21,1
59,22.6KS1245,Sparrow,,1965,Sparoair III [2],60,124,5.5,,22.6,1
60,23KS11000,Alcor,Alcor IA,,Alcor IA,500,,49,,23,1
61,23KS20000,BB,,1957,Black Brant IIB,1113,2050,89,217,23,1
62,26KS20000,BB5,BB5,,BB5,1167,2251,89,230.2,26,1
63,27D6,,,,Kontakt [1],3000,,,,,1
64,28D6,,,,Kontakt [2],1000,,,,,1
65,29D6,,,,Kontakt [3],500,,,,,1
66,2S-SL,,,2017,PDV Target [2],1000,,,,,1
67,3-DS-47000,Nike,X-201A3 T-39,1950,Nike X201 Ajax,700,,209,,3,1
68,3.52KS8500,Viper,,1960,Viper,87,142,37.8,,3.5,1
69,3.52KS8500,,Viper IIB,1968,Viper,89,144,35.8,,3.2,1
70,3.8KS8040,,Viper II,1959,Viper II,90,135,35.8,207,3.8,1
71,30AS1000,,,1944,Private A,174,133,4.4,184,30,1
72,30KS8000,Alcor,Alcor I,,Alcor I,478,1070,36,,30,1
73,33KS2800,,,1957,Vanguard [3],250,347,12.5,,33,1
74,3D17,,,1973,R-31 [1],16000,,579,,84,1
75,3D65,,,,R-39 [1],53700,,2060,,,1
76,3KS33000,,Regulus JATO,1950,Regulus 1,400,440,147,,3,1
77,48N6,,,,48N6,1500,,,,,1
78,4D10,,,,R-27,,,255,,128,1
79,4DS105000,JATO,X-202C1,1950,JATO/Talos,800,1900,470,,4,1
80,4DS105000,JATO,X-202C6,1950,HJ prototype,800,1870,470,,4.4,1
81,4KS115000,,Regulus JATO,1950,Regulus 2,800,2000,512,,4,1
82,5.6KS5400,,Viper IC,1950,Viper I,91,134,24,209,5.6,1
83,500N AKE,,,2002,DRTS,,,.55,319.5,,1
84,51T6 Motor,,,1968,A-350 booster,15000,,,,5,1
85,51T6B ZhRD,5D22?,,,51T6 [2],,,131,,40,1
86,53T6,,,,53T6,10000,,,,,1
87,5D22,5D13 type,,,A-350Zh St2,,,131,,40,1
88,5KS50000,TX-77?,,1958,X-7A3 Booster,900,,222,,5,1
89,5S24,,,,V-825 [1],14000,,,,,1
90,5S47,,,1968,A-350Zh booster,15000,,,,5,1
91,5Ya26,,,,5Ya26,10000,,,,,1
92,8-AS-1000,JATO,8-AS-1000,1945,KAN-1 Litte Joe,,,4.4,,8,1
93,8D725,,,,,,,117,325,,1
94,8D727,RD-108,RD-108MM,,Sputnik,,,833,308,340,4
95,8D728,RD-108,RD-107MM,,Molniya,,,921,257,140,4
96,8D74,RD-108,RD-107,,Sputnik,,,1000,256,140,4
97,8D74PS,RD-108,RD-107,,Sputnik,,,1000,306,146,4
98,8D75,RD-108,RD-108,,Sputnik,,,941,308,340,4
99,8D75PS,RD-108,RD-108,,Sputnik,,,941,308,340,4
100,9KS11000,BB3,,,BB3,265,440,49,220,9,1
101,9KS1660,BB,,1969,BB6,43,66,7.4,240,9,1
102,9M21,,,,Luna-M,2300,,,,,1
103,9M723,,,,Iskander,3300,,,,,1
104,9M76,,,,Temp,11900,,,,,1
105,9M76B,,,,Temp-S,11900,,,,,1
106,9M79,,Tochka,1970,Tochka,1530,,,,,1
107,9M79-1,,Tochka,1970,Tochka-U,1530,,,,,1
108,A-350 Booster,,,1968,A-350 booster,15000,,,,5,1
109,A-350 Sustainer,5D22?,,,A-350 St2,,,131,,40,1
110,A-4,A-4,,1942,A-4,,,312,203,68,1
111,A1P-1,,,1960,Polaris A1 [1],8330,,,,,1
112,A1P-2,,,1960,Polaris A1 [2],4300,,,,,1
113,A2P-1,,,1960,Polaris A2 [1],10100,,,,,1
114,A3P-1,,,1960,Polaris A3 [1],11100,,,,,1
115,ABL JATO,JATO,3-DS-50000,1947,JATO,350,,222,,3,1
116,AJ-60A,,,2003,Atlas V SRM,46200,,1361,275,90,1
117,AJ10,AJ10,,,Vanguard [2],,,33,,122,1
118,AJ10-101,AJ10,,,,,,34.3,270,,1
119,AJ10-101A,Able,,1958,Able,,,34.7,,,1
120,AJ10-104,AJ10,,,,,,35.1,278,,1
121,AJ10-118,AJ10,,,,,,33.7,271,,1
122,AJ10-118A,AJ10,,,Delta B Stage 2,,5730,33.7,,170,1
123,AJ10-118D,AJ10,,,,,,33.7,278,,1
124,AJ10-118E,AJ10,,,,,,35.1,278,400,1
125,AJ10-118F,AJ10,,,,,,41.4,280,,1
126,AJ10-118FJ,AJ10,,,N-2 Stage 2,,,44.1,319.2,430,1
127,AJ10-118K,AJ10,,,Delta 2 Stage 2,,,43.7,319.2,431,1
128,AJ10-138,AJ10,,1964,Transtage x2,,,35.6,311,440,1
129,AJ10-138 (early),AJ10,,1964,Transtage x2,,,35.6,302,430,1
130,AJ10-138A,AJ10,ITIP,1964,Transtage x2 (late),,,35.6,309.3,,1
131,AJ10-24,Aerobee,,1950,Aerobee,467,586,17.8,193,32.1,1
132,AJ10-25,Aerobee,,1950,Aerobee,467,586,17.8,193,32.1,1
133,AJ10-27,Aerobee,,1950,Aerobee,467,586,17.8,193,32.1,1
134,AJ10-34,Aerobee,,1950,Aerobee,467,586,17.8,193,32.1,1
135,AJ10-40,AJ10,,,Able,,,34.5,,110,1
136,AJ10-41,AJ10,,,Able,,,34.5,,110,1
137,AJ10-42,AJ10,,,Able,,,34.5,,110,1
138,AJ11-21,Aerobee,,1959,Aerobee,670,928,17.8,199,52,1
139,AJ11-6,Aerobee,AGVL-0113F,1959,Aerobee,670,928,17.8,199,52,1
140,AJ26-62,,,,Taurus 2 [1],,,1510,,,2
141,AJ60-80,Aerobee Booster,Aerobee JATO,1947,Aerobee [0],260,200,80,,2.5,1
142,AJ60-92,Aerobee 200,,,Aerobee 200,576,1346,22.6,,58.5,1
143,AR2-3,,,,"F-104, X-37B",,,31,245,,1
144,AS-4,,,1987,ASLV [4],512,,35,281,33.4,1
145,ASLV AS-1,,,,ASLV [1],11800,,702,259,45,1
146,ASLV AS-2,,,,ASLV [2],4400,,304,275.9,36,1
147,ASLV AS-3,,,,ASLV [3],1710,,90.7,277,45,1
148,ASLV SRM,,,,ASLV [0],11600,,422,253,49,1
149,ATACMS,ATACMS,,,ATACMS,1200,,180,,,1
150,ATSM-13,Shaviyt,,1994,Shaviyt 1 [1],13000,,775,250,55,1
151,ATSM-9,Shaviyt,,1988,Shaviyt [2],9100,,,,,1
152,AUS-51,,,1988,Shaviyt [3],2000,,58,295,92,1
153,Ababeel,,,2016,Ababeel [3],1000,,,,,1
154,Abid,,,,Abid St 1,,,130,,,1
155,Abid St3,,,,Abid St 3,500,,,,,1
156,Acheron,,,1988,Hades,1200,,,,,1
157,Aerobee Jr,,,1958,Aerobee 100,,,11.6,200,40,1
158,Aerojet Jr,Aerojet Jr,,1961,Aerojet Jr,3000,7100,254,,28,1
159,Aerojet Mk 8,,,,Bullpup,300,,111,,,1
160,Aestus,Aestus,,1996,Ariane 5 EPS,,,29,324,,1
161,Agnes,,Elan,1967,Belenos [1],82,100,40,242,2.5,1
162,Agni,,,,Agni [1],11500,,700,,45,1
163,Agni III,Agni3,,2006,Agni 3 [1],33000,,1040,237,75,1
164,Agni III S2,Agni3,,2006,Agni 3 [2],14000,,315,294,110,1
165,Agni St2,,,,Agni II [2],4200,,,,60,1
166,Agni V S3,Agni3,,2006,Agni 3 [2],10000,,315,294,110,1
167,Ajax,,,,Nike Ajax [2],,,11.6,,30,1
168,Ajax 1810,,,,Nike Hercules 1810 [,,,11.6,,30,1
169,Ajax-490,Nike,,1949,Nike Ajax,,,11.4,,21,1
170,Al Fatah,,,,Black Sparrow,1200,1950,130,238,15,1
171,AlKahir,,,1962,Al Kahir,,,,,,1
172,Alcor IB,Alcor,Alcor IB,,Alcor IB,500,1148,42.8,,26.5,1
173,Alfa,,,1973,Alfa [1],6500,,250,,57,1
174,Algol 3A,Algol III,,,Scout [1],14136,32040,477,258.2,78,1
175,Algol I,Algol,AJ Senior,1960,Scout [1],10710,18240,458.6,214,40,1
176,Algol IA,Algol,AJ Senior,1960,Scout [1],10710,18240,458.6,214,40,1
177,Algol IB,Algol,AJ Senior,1960,Scout [1] ?,10710,18240,458.6,214,40,1
178,Algol IC,Algol,AJ Senior,1960,Scout [1] ?,10710,18240,458.6,214,40,1
179,Algol ID,Algol,,1960,Scout [1],10700,18100,413,,44,1
180,Algol IIA,Algol,,1965,Scout [1],10709,24337,465.1,258.3,68.2,1
181,Algol IIB,Algol,,1965,Scout B [1],10759,24352,449.2,258.9,80,1
182,Algol IIC,Algol,,1965,Scout [1],10795,24390,436.7,258.9,76.1,1
183,Arcon,Arcon,,1958,Arcon,100,140,4.5,,33,1
184,Arcon booster,,,1958,Arcon,12.4,5,14,,.4,1
185,Arrow II,,,1950,Arrow,12,17,9,,1.9,1
186,Asp II,Asp,,1959,Asp II,87,141,38.6,212,3.6,1
187,Asp III,Asp,,1959,Asp III,81,139,42.7,226,3.3,1
188,Astra E1,,,2017,Astra St 1,,,18,,,1
189,Astris,,,1968,Astris,,,22.5,297,361,1
190,Astrobee D,Astrobee,,1970,Astrobee D,85,156,8.9,,17,1
191,Astrobee F,Astrobee,,1972,Astrobee F,1300,2440,36.4,,51.1,1
192,Atea-1,,,2009,Atea-1,,100,6.9,,14.5,1
193,Aurore,,,,Belenos [2],54,58,,250,5.3,1
194,BB Mk1,BB5,BB5,2007,BB Mk1,1167,2251,89,230.2,26,1
195,BB Mk3,BB5,BB5,2007,BB Mk3,1167,2251,89,230.2,26,1
196,BB7,,,1969,BB 7,16,,,,,1
197,BE-3,BE-3,Alcyone,,Alcyone,100,,34,,8,1
198,BE-3 (BLOR),,,,New Shepard,,,490,,145,1
199,BE-3A4,BE-3,,,Athena motor,100,,34,,8,1
200,BE-3A5,BE-3,,,SPARTA motor,100,,34,,8,1
201,BE-3A9,BE-3,Alcyone,1969,Scout E [5],98,235,27.7,275.2,8.5,1
202,BE-3B1,BE-3,Alcyone,,Alcyone,138,269,34.2,,7.8,1
203,BE-4,,,2019,Atlas 5,,,2447,,,1
204,BS.605,,,,Buccaneer RATO,,,35.6,,,
205,BT-4,DMT,,2002,NStar c LAE (STAR-2),,,.5,329.6,,1
206,BUS-1 OAT,,,1973,KH-11,,,1.1,,,1
207,Badr-1,,,,Badr-1,1000,,,,,1
208,Bantam,,,1962,Skua,37,,1.8,237,30,1
209,Bantam 2,,,,Skua 2,37,,1.8,237,30,1
210,Bantam 3,,,,Skua 3,33,,1.7,237,34,1
211,Belier II,Belier,,,Belier II,320,,20,,23.8,1
212,Belisama,,,1968,Belisama [2],26,24,24,,.9,1
213,Bell 8048,Agena,,1959,Agena A,,,69,276,120,1
214,Bell 8081,Bell Agena,,,,,,71.2,285,,1
215,Bell 8096,Agena,,1960,Agena B,,,71.2,289.8,,1
216,Bell 8096-37,Agena,,1960,Agena D,,,71.2,289.8,,1
217,Bell 8096-39,Agena,,1960,Agena D,,,71.2,299.7,,1
218,Black Sparrow,,,,Black Sparrow,1200,,,,,1
219,Buran TDEO,,,1988,Buran (x4),,35,28,,,1
220,Buran UD,,17D15,1988,Buran (x38),,,4,280,,1
221,C3-1,,,1968,Poseidon C-3 [1],10000,,,,,1
222,C3-2,,,1968,Poseidon C-3 [2],7000,,,,,1
223,C4-1,,,,Trident C-4 [1],12100,,,,,1
224,C4-2,,,,Trident C-4 [1],8000,,,,,1
225,CE-20,,,2009,C-25,,,186,443,550,1
226,CPKM,,,1995,CZ-2E/Asiasat,4635,11360,222.8,280,65.2,1
227,CRAPEL,,,1969,CRAPEL/Belier,,52,,,10.5,1
228,CZ-11-1,,,2016,CZ-11 [1],40000,,,248,,1
229,CZ-11-2,,,,CZ-11 [2],15000,,,,,1
230,CZ-11-3,,,,CZ-11 [3],2000,,,,,1
231,CZ-11-4,,,,CZ-11 [4],2000,,,,,1
232,Cajun,Deacon,,1957,Cajun,75,108,43,,3,1
233,Canopus,,,1972,Rigel,200,,,,18,1
234,Castor 120,MX,,1995,Athena [1],53100,,1604,280,83.4,1
235,Castor 30,,,,Taurus 2 [2],14035,35200,259,301,136,1
236,Castor 30B,,,,Taurus 2 [2],13970,37300,293.4,304,127,1
237,Castor 30XL,,,,Taurus 2 [2],27400,58000,350,,166,1
238,Cedre St1,,,1962,Cedre 3,,,138,,,1
239,Cedre St2,,,1962,Cedre 3,,,78,,,1
240,Cedre St3,,,1962,Cedre 3,,,20,,,1
241,Cedre-4 St1,,,1962,Cedre 4,,,138,,,1
242,Centenario,,,2013,Centenario,224,,39,,11.2,1
243,Cherokee,,TE-146,1963,Squirt [2],30,,,,1.5,1
244,Chick,,,,Chick,8,4,20,,.2,1
245,Cirrus I,,,,Cirrus,50,50,5,,10,1
246,Cirrus II,,,,Cirrus,50,90,18,,5,1
247,Coralie,,,1966,Coralie,,,67,281,105,1
248,Corporal,,,,Corporal,,,89,,63,1
249,Corporal E,,,1947,Corporal E,,,89,,,1
250,Cuckoo 4,,,,Skylark 12 [3],243,452,44,204,15,1
251,Cuckoo IA,,,,Skylark,243,320,90,204,4.3,1
252,Cuckoo IB,,,,BK,237,360,80.9,204,4.1,1
253,Cuckoo II,,,,BK,226,396,36.5,204,10,1
254,Curie,,,2017,Electron St 3,,,.12,303,,1
255,Cygnus 10,,"10"" SM",,"10"" SM",15,,10,,3.2,1
256,Cygnus 15,,TX-456-2?,,TB2 [4],60,,22.3,,4.8,1
257,Cygnus 20,,"20"" SM",1959,"20"" SM",118,,30,,8.5,1
258,Cygnus 25,,"25"" SM",,"25"" SM",239,,33.3,,16.5,1
259,Cygnus 40,TE-M-186,"40"" SM",,"40"" SM",972,,83,,26,1
260,Cygnus 5,,,,TB2 [6],2.5,,2.3,236,1.6,1
261,D-5-1,,,,Trident II [1],39100,,,,64,1
262,D-5-2,,,,Trident II [2],11800,,,,65,1
263,D-SAT-EES,,,,D-SAT,.9,,.45,266.4,3.2,1
264,DACRoc,,,1963,DACRoc,250,,50,220,8,1
265,DF-1,R-2,,,DF-1,,,363,210,,1
266,DF-11,,,,DF-11,5400,,93.2,,,1
267,DF-15,,,,DF-15,6200,,,,,1
268,DF-16,,,2015,DF-16,4500,,,,,1
269,DF-21-1,,,,DF-21 [1],16621,,,239.7,65,1
270,DF-21-2,,,,DF-21 [2],8686,,,286.4,62,1
271,DF-31-1,,,,DF-31 [1],35000,,,,,1
272,DF-31-2,,,,DF-31 [2],10000,,,,,1
273,DF-31-3,,,,DF-31 [3],2800,,,,,1
274,DF-41-1,,,,DF-31 [1],35000,,,,,1
275,DF-41-2,,,,DF-31 [2],10000,,,,,1
276,DF-41-3,,,,DF-31 [3],2800,,,,,1
277,DHX-200 Aurora,,,2015,Stratos II+,85,190,8,,23,1
278,DIM,,,,DIM,30,,,,,1
279,DM-16,Deacon,,1956,Rockaire,60,33,30,210,2.1,1
280,DMT-600,RDMT-100,,,,,,.6,301,,1
281,DMU 2000,,CORONA DMU,,CORONA,8.9,,,,,1
282,DMU 3000,,CORONA DMU,,CORONA,13.4,,,,,1
283,DS,Start DS,,,Start DS,,,,,210,1
284,DST-100,DST-100,,,,,,.1,276,,1
285,DST-100A,DST-100,,,,,,.1,304,,1
286,DST-200,DST-200,,,,,,.2,280,,1
287,DST-200A,DST-200,,,,,,.2,300,,1
288,Demon,,,1962,HAT,100,104,45.2,,2.3,1
289,Dolphin,,,1984,Dolphin,7500,,155,,,1
290,Dorado,,,1973,Lorikeet,139.3,173,42,,4.3,1
291,Draco,,,2009,DragonLab x 18,,,.4,,600,1
292,E-8-5 VA,,,,E-8-5 VA,481,,,,,1
293,EAM,,,,Alphabus,,,.5,325,,1
294,EAP MPS P238,Ariane,P230,1996,Ariane 5 EAP,268000,,5000,275.4,129,1
295,EAP MPS P240,Ariane,P230,1996,Ariane 5 EAP,277500,,5000,275.4,129,1
296,EPBS,,,,,,,.4,215,,1
297,Emilie,,Elan,1967,Grannos [1],82,100,40,242,2.5,1
298,Excalibur,,,2000,Excalibur,39.2,61,20,,2.5,1
299,F-1,F-1,,1967,Saturn V [1],,,6680,260,,1
300,FFAR,FFAR,,1955,Rockair,9,5,3.6,,1.5,1
301,FFK,,,,FFK,300,,,,,1
302,FG-46,,,1990,EPKM,5985,,292,177,87,1
303,FG-47,,,1997,Smart Dispenser,160,,,,36,1
304,FTI,,,,FTB,60,,,,,1
305,FW4,,,,FW-4D,299,,26.7,,32.4,1
306,FW4S,,,1965,FW-4S,301,766,26,284.1,31.5,1
307,FY-25,FY-25,,1994,DFH-3 LAE,,,.49,308.9,,1
308,Falcon,,M-58,1950,Falcon,20,,20,150,1.4,1
309,Fastrac,Fastrac,,,X-34,,,265,,,1
310,G-38,,LR83-NA1,1956,Navaho,,,534,282,,1
311,GEM 22,GEM 22 Oriole,,2000,Oriole,980,,92.1,,,1
312,GEM-40,GEM,,,Delta II SRB,13080,31600,499.2,274,63.3,1
313,GEM-46,GEM,,,Delta III SRB,19040,45730,608.1,274,75.2,1
314,GEM-60,GEM,,2002,Delta IV SRB,33200,,758,275,90,1
315,GEM-60,,,2015,Atlas V SRM,46200,,1361,275,90,1
316,GF-01A,,,,,2000,,29,230,140,1
317,GF-02,,,1970,CZ-1 [3],2050,4500,29,253.9,38,1
318,Gamma 2,Gamma,,1969,Black Arrow [2],,,68.2,251,113,2
319,Gamma 201,Gamma,,1958,Black Knight,,,71.2,226.9,,4
320,Gamma 301,Gamma,,1962,Black Knight,,,96.1,249.7,,4
321,Gamma 8,Gamma,,1969,Black Arrow,,,234.8,265,142,8
322,Goldfinch II,,,1964,Jabiru,410,700,175,225,3.5,1
